Akiara,54,0,1,female,,,,
Akihito,54,1,0,male,,,,
Akiko,54,1,1,unknown,,,,
Akileo,54,1,0,male,,,,
Akim,54,3,0,male,,,,
Akimichi,54,1,0,male,,,,
Akin,54,1,0,male,,,,
Akinori,54,1,0,male,,,,
Akio,54,1,0,male,,,,
Akira,54,2,1,male,,,,
Akitomi,54,1,0,male,,,,
Akoon,54,1,0,male,,,,
Aksel,54,1,0,male,,,,
Al,54,2,1,male,,,,
Ala,54,1,0,male,,,,
Alaberto,54,2,0,male,,,,
Alabina,54,0,1,female,,,,
Aladana,54,0,2,female,,,,
Aladin,54,1,0,male,,,,
Aladino,54,3,0,male,,,,
Alahaia,54,0,1,female,,,,
Alahi,54,0,1,female,,,,
Alahia,54,0,2,female,,,,
Alahides,54,0,1,female,,,,
Alahor,54,1,0,male,,,,
Alaia,54,0,4,female,,,,
Alaian,54,0,1,female,,,,
Alaide,54,0,3,female,,,,
Alaides,54,2,7,female,,,,
Alaim,54,1,0,male,,,,
Alain,54,113,3,male,,,,
Alaina,54,0,3,female,,,,
Alaine,54,1,0,male,,,,
Alair,54,1,0,male,,,,
Alais,54,0,1,female,,,,
Alaliz,54,0,1,female,,,,
Alam,54,12,1,male,,,,
Alama,54,0,1,female,,,,
Alami,54,0,2,female,,,,
Alamir,54,1,0,male,,,,
Alan,54,1705,14,male,,,,
Alana,54,2,38,female,,,,
Aland,54,6,0,male,,,,
Alanis,54,13,40,female,,,,
Alanise,54,0,1,female,,,,
Alanisse,54,0,2,female,,,,
Alaniz,54,2,6,female,,,,
Alann,54,3,0,male,,,,
Alanna,54,0,4,female,,,,
Alannah,54,0,2,female,,,,
Alanni,54,0,1,female,,,,
Alannis,54,0,1,female,,,,
Alano,54,1,0,male,,,,
Alans,54,1,0,male,,,,
Alany,54,0,1,female,,,,
Alanyon,54,1,0,male,,,,
Alar,54,1,0,male,,,,
Alaric,54,1,0,male,,,,
Alarico,54,2,0,male,,,,
Alarin,54,1,0,male,,,,
Alastair,54,2,0,male,,,,
Alavaro,54,1,0,male,,,,
Alavro,54,1,0,male,,,,
Alay,54,0,1,female,,,,
Alaya,54,0,1,female,,,,
Alaydes,54,0,1,female,,,,
Alayeli,54,0,1,female,,,,
Alazka,54,0,1,female,,,,
Alazne,54,0,2,female,,,,
Alba,54,11,1011,female,,,,
Alba de,54,0,4,female,,,,
Alba de los,54,0,1,female,,,,
Alba del,54,0,4,female,,,,
Albahir,54,0,1,female,,,,
Albairis,54,0,1,female,,,,
Albamar,54,1,0,male,,,,
Alban,54,2,0,male,,,,
Albana,54,0,39,female,,,,
Albanella,54,0,1,female,,,,
Albania,54,0,1,female,,,,
Albanina,54,0,2,female,,,,
Albano,54,16,0,male,,,,
Albar,54,2,0,male,,,,
Albaro,54,22,0,male,,,,
Albedrio,54,1,0,male,,,,
Alber,54,1,0,male,,,,
Alberia,54,0,1,female,,,,
Alberica,54,0,1,female,,,,
Alberico,54,60,0,male,,,,
Alberina,54,0,3,female,,,,
Albert,54,43,0,male,,,,
Albert0,54,1,0,male,,,,
Alberta,54,0,2,female,,,,
Albertico,54,1,0,male,,,,
Albertina,54,0,18,female,,,,
Albertino,54,1,0,male,,,,
Alberto,54,2967,12,male,,,,
Alberto de,54,1,0,male,,,,
Alberto del,54,1,0,male,,,,
Albertt,54,1,0,male,,,,
Albertus,54,1,0,male,,,,
Albesio,54,1,0,male,,,,
Albestela,54,0,1,female,,,,
Albeto,54,1,0,male,,,,
Albin,54,3,0,male,,,,
Albina,54,1,2,female,,,,
Albina del,54,0,1,female,,,,
Albino,54,5,0,male,,,,
Albio,54,1,0,male,,,,
Albita,54,0,5,female,,,,
Albo,54,6,0,male,,,,
Albor,54,1,0,male,,,,
Alborina,54,0,1,female,,,,
Alborino,54,1,0,male,,,,
Alborita,54,0,1,female,,,,
Alcala,54,0,1,female,,,,
Alcantaro,54,1,0,male,,,,
Alceo,54,2,0,male,,,,
Alceu,54,1,0,male,,,,
Alci,54,1,0,male,,,,
Alcia,54,0,2,female,,,,
Alcibeade,54,1,0,male,,,,
Alcibiades,54,3,1,male,,,,
Alcibir,54,1,0,male,,,,
Alcida,54,0,1,female,,,,
Alcides,54,239,3,male,,,,
Alcides de,54,2,1,male,,,,
Alcidez,54,1,0,male,,,,
Alcim,54,1,0,male,,,,
Alcinda,54,0,1,female,,,,
Alcino,54,1,0,male,,,,
Alcione,54,0,1,female,,,,
Alcira,54,0,28,female,,,,
Alcires,54,1,0,male,,,,
Alcires de,54,0,1,female,,,,
Alciro,54,1,0,male,,,,
Alclide,54,1,0,male,,,,
Alda,54,0,33,female,,,,
Aldahana,54,0,1,female,,,,
Aldair,54,2,0,male,,,,
Aldama,54,0,2,female,,,,
Aldana,54,5,643,female,,,,
Aldanna,54,0,3,female,,,,
Aldao,54,2,0,male,,,,
Aldara,54,0,3,female,,,,
Alde,54,1,0,male,,,,
Aldean,54,1,0,male,,,,
Aldebar,54,5,1,male,,,,
Aldebaran,54,3,0,male,,,,
Aldecor,54,1,0,male,,,,
Aldemar,54,10,0,male,,,,
Aldemir,54,1,0,male,,,,
Alder,54,1,0,male,,,,
Alderson,54,1,0,male,,,,
Aldevar,54,1,0,male,,,,
Aldhana,54,1,2,female,,,,
Aldiana,54,0,1,female,,,,
Aldimir,54,1,0,male,,,,
Aldin,54,1,1,unknown,,,,
Aldina,54,0,6,female,,,,
Aldino,54,1,0,male,,,,
Aldirio,54,2,0,male,,,,
Aldis,54,0,1,female,,,,
Aldita,54,0,1,female,,,,
Aldo,54,875,3,male,,,,
Aldona,54,0,1,female,,,,
Aldonsa,54,0,1,female,,,,
Aldonza,54,0,1,female,,,,
Aldous,54,1,0,male,,,,
Aldrich,54,1,0,male,,,,
Aldrin,54,19,0,male,,,,
Aldrind,54,1,0,male,,,,
Aldry,54,2,0,male,,,,
Aldy,54,1,0,male,,,,
Ale,54,3,1,male,,,,
Alea,54,0,1,female,,,,
Aleana,54,0,4,female,,,,
Aleandro,54,2,0,male,,,,
Aleara,54,0,1,female,,,,
Alec,54,9,1,male,,,,
Aleccia,54,0,2,female,,,,
Aleci,54,1,1,unknown,,,,
Alecsa,54,0,1,female,,,,
Alecsia,54,0,1,female,,,,
Alecza,54,0,2,female,,,,
Aleda,54,0,2,female,,,,
Aledan,54,0,1,female,,,,
Aledia,54,0,1,female,,,,
Aledio,54,1,0,male,,,,
Aleen,54,1,1,unknown,,,,
Alegna,54,0,1,female,,,,
Alegra,54,0,4,female,,,,
Alegre,54,1,2,female,,,,
Alegria,54,0,5,female,,,,
Alehia,54,0,1,female,,,,
Aleia,54,0,1,female,,,,
Aleida,54,0,15,female,,,,
Alein,54,3,0,male,,,,
Aleix,54,0,1,female,,,,
Alejadnro,54,3,0,male,,,,
Alejadro,54,6,0,male,,,,
Alejanadra,54,0,1,female,,,,
Alejanddro,54,1,0,male,,,,
Alejando,54,3,0,male,,,,
Alejandoro,54,1,0,male,,,,
Alejandra,54,24,4943,female,,,,
Alejandra de,54,0,1,female,,,,
Alejandra del,54,0,17,female,,,,
Alejandria,54,0,1,female,,,,
Alejandrina,54,0,19,female,,,,
Alejandrino,54,2,0,male,,,,
Alejandro,54,10309,46,male,,,,
Alejandro del,54,1,0,male,,,,
Alejandro san,54,1,0,male,,,,
Alejanndro,54,2,0,male,,,,
Alejanra,54,0,1,female,,,,
Alejanro,54,5,0,male,,,,
Alejendro,54,1,0,male,,,,
Alejnadro,54,1,0,male,,,,
Alejo,54,548,1,male,,,,
Alek,54,1,0,male,,,,
Aleko,54,1,0,male,,,,
Alekos,54,3,0,male,,,,
Aleksander,54,3,0,male,,,,
Aleksandr,54,1,0,male,,,,
Aleksandra,54,0,3,female,,,,
Aleksei,54,4,0,male,,,,
Aleksey,54,1,0,male,,,,
Aleksy,54,1,0,male,,,,
Alekxander,54,1,0,male,,,,
Alekza,54,0,1,female,,,,
Aleli,54,0,3,female,,,,
Aleljandra,54,0,1,female,,,,
Aleljandro,54,1,0,male,,,,
Alem,54,45,1,male,,,,
Alen,54,88,5,male,,,,
Alena,54,0,6,female,,,,
Alene,54,0,2,female,,,,
Alenis,54,1,0,male,,,,
Alenka,54,0,15,female,,,,
Alenm,54,1,0,male,,,,
Aler,54,1,0,male,,,,
Ales,54,3,0,male,,,,
Alesander,54,2,0,male,,,,
Alesandra,54,0,22,female,,,,
Alesandro,54,12,0,male,,,,
Alese,54,1,0,male,,,,
Aleshka,54,0,1,female,,,,
Alesi,54,1,0,male,,,,
Alesia,54,0,1,female,,,,
Alesio,54,1,0,male,,,,
Alesis,54,1,0,male,,,,
Aleska,54,0,3,female,,,,
Aless,54,1,0,male,,,,
Alessa,54,0,2,female,,,,
Alessander,54,2,0,male,,,,
Alessandra,54,0,110,female,,,,
Alessandre,54,1,0,male,,,,
Alessandro,54,110,0,male,,,,
Alessi,54,0,1,female,,,,
Alessia,54,0,8,female,,,,
Alessio,54,19,0,male,,,,
Alethia,54,0,4,female,,,,
Aletia,54,0,1,female,,,,
Aletse,54,0,1,female,,,,
Alex,54,1589,9,male,,,,
Alexa,54,0,133,female,,,,
Alexadr,54,1,0,male,,,,
Alexan,54,1,0,male,,,,
Alexanda,54,0,1,female,,,,
Alexande,54,1,0,male,,,,
Alexander,54,1558,9,male,,,,
Alexander de,54,2,0,male,,,,
Alexanders,54,12,1,male,,,,
Alexandr,54,1,0,male,,,,
Alexandra,54,10,1614,female,,,,
Alexandra del,54,0,1,female,,,,
Alexandre,54,26,2,male,,,,
Alexandrea,54,0,1,female,,,,
Alexandro,54,147,2,male,,,,
Alexandros,54,3,0,male,,,,
Alexanra,54,0,1,female,,,,
Alexas,54,1,0,male,,,,
Alexcey,54,1,0,male,,,,
Alexeeivnksz,54,1,0,male,,,,
Alexei,54,13,0,male,,,,
Alexeis,54,1,0,male,,,,
Alexey,54,5,0,male,,,,
Alexi,54,8,1,male,,,,
Alexia,54,4,144,female,,,,
Alexico,54,1,0,male,,,,
Alexio,54,1,0,male,,,,
Alexis,54,2519,38,male,,,,
Alexiss,54,1,0,male,,,,
Alexndra,54,0,1,female,,,,
Alexs,54,3,0,male,,,,
Alexsa,54,0,1,female,,,,
Alexsander,54,1,0,male,,,,
Alexsandra,54,0,2,female,,,,
Alexsandro,54,2,0,male,,,,
Alexsha,54,0,1,female,,,,
Alexsi,54,1,0,male,,,,
Alexssandra,54,0,2,female,,,,
Alexter,54,1,0,male,,,,
Alexzia,54,0,1,female,,,,
Aleyda,54,0,1,female,,,,
Alez,54,3,0,male,,,,
Alezandra,54,0,2,female,,,,
Alezon,54,0,1,female,,,,
Alfa,54,1,7,female,,,,
Alfaro,54,1,0,male,,,,
Alfen,54,1,0,male,,,,
Alfeo,54,3,0,male,,,,
Alferdo,54,1,0,male,,,,
Alffredo,54,1,0,male,,,,
Alfieris,54,1,0,male,,,,
Alfio,54,7,0,male,,,,
Alfires,54,1,0,male,,,,
Alfo,54,2,0,male,,,,
Alfoncina,54,0,1,female,,,,
Alfonsina,54,1,122,female,,,,
Alfonso,54,647,3,male,,,,
Alfonzo,54,6,0,male,,,,
Alfred,54,7,0,male,,,,
Alfreda,54,0,1,female,,,,
